college,state_code,state_name,region,division,public_or_private,number_applications_received,number_applications_accepted,number_applications_not_accepted,percentage_applications_accepted,number_new_students_enrolled,percentage_new_students_from_top_10,percentage_new_students_from_top_25,number_ft_undergrad,number_pt_undergrad,in_state_tuition,out_of_state_tuition,room,board,additional_fees,estimated_book_costs,estimated_personal_spending,percentage_faculty_with_phd,student_faculty_ratio,graduation_rate
Pikeville College,KY,Kentucky,South,East South Central,private,404.0,400.0,4.0,99.01,169.0,28.0,48.0,797.0,100.0,6000.0,6000.0,3000.0,,130.0,500.0,500.0,48.0,13.4,61.0
Transylvania University,KY,Kentucky,South,East South Central,private,759.0,729.0,30.0,96.05,244.0,57.0,81.0,867.0,51.0,10900.0,10900.0,2480.0,1970.0,450.0,500.0,1000.0,81.0,12.1,70.0
Union College,KY,Kentucky,South,East South Central,private,484.0,384.0,100.0,79.34,177.0,9.0,45.0,634.0,78.0,7800.0,7800.0,2950.0,,,500.0,600.0,60.0,14.1,64.0
University of Kentucky,KY,Kentucky,South,East South Central,public,7769.0,5689.0,2080.0,73.23,2675.0,,,14931.0,2596.0,2160.0,6640.0,,,330.0,450.0,1340.0,95.0,12.2,52.0
University of Louisville,KY,Kentucky,South,East South Central,public,4777.0,3057.0,1720.0,63.99,1823.0,16.0,33.0,9844.0,6198.0,2180.0,6540.0,,,210.0,530.0,2440.0,84.0,11.1,31.0
Thomas More College,KY,Kentucky,South,East South Central,private,808.0,594.0,214.0,73.51,218.0,,,756.0,502.0,9490.0,9490.0,2248.0,1644.0,110.0,400.0,880.0,65.0,10.5,66.0
Western Kentucky University,KY,Kentucky,South,East South Central,public,4441.0,3260.0,1181.0,73.41,2082.0,,,10264.0,2910.0,1801.0,4961.0,1316.0,1833.0,221.0,500.0,1100.0,66.0,19.1,45.0
Northern Kentucky University,KY,Kentucky,South,East South Central,public,2920.0,2506.0,414.0,85.82,1682.0,,,7112.0,3832.0,1720.0,4720.0,2900.0,,,500.0,500.0,66.0,17.7,52.0
Centenary College of Louisiana,LA,Louisiana,South,West South Central,private,495.0,434.0,61.0,87.68,210.0,35.0,55.0,775.0,44.0,8950.0,8950.0,1470.0,2020.0,306.0,600.0,1900.0,86.0,11.3,66.0
Dillard University,LA,Louisiana,South,West South Central,private,1998.0,1376.0,622.0,68.87,651.0,41.0,88.0,1539.0,45.0,6700.0,6700.0,,,,500.0,2307.0,52.0,14.1,61.0
Nicholls State University,LA,Louisiana,South,West South Central,public,2020.0,1898.0,122.0,93.96,1092.0,,,4921.0,1338.0,1980.0,4572.0,,,37.0,600.0,2307.0,65.0,21.8,36.0
Grambling State University,LA,Louisiana,South,West South Central,public,4847.0,3518.0,1329.0,72.58,1900.0,27.0,65.0,6567.0,261.0,1044.0,1044.0,775.0,531.0,12.0,500.0,1200.0,46.0,24.6,58.0
Louisiana College,LA,Louisiana,South,West South Central,private,2013.0,1053.0,960.0,52.31,212.0,33.0,61.0,912.0,158.0,5150.0,5150.0,,,420.0,500.0,1655.0,64.0,10.5,59.0
Louisiana Tech University,LA,Louisiana,South,West South Central,public,2397.0,2144.0,253.0,89.45,1525.0,22.0,45.0,6720.0,1822.0,2262.0,3957.0,1245.0,1080.0,,618.0,1656.0,66.0,20.0,45.0
Louisiana State University at Baton Rouge,LA,Louisiana,South,West South Central,public,5996.0,4993.0,1003.0,83.27,3079.0,29.0,57.0,16269.0,3757.0,2625.0,5925.0,1720.0,1260.0,75.0,600.0,2242.0,83.0,15.9,37.0
Louisiana State University at Shreveport,LA,Louisiana,South,West South Central,public,675.0,645.0,30.0,95.56,500.0,,,2413.0,1477.0,1950.0,4990.0,,1680.0,130.0,617.0,2307.0,62.0,18.1,35.0
University of New Orleans,LA,Louisiana,South,West South Central,public,2406.0,2139.0,267.0,88.9,1501.0,,,8158.0,3643.0,2362.0,5154.0,1557.0,1566.0,,800.0,1790.0,75.0,17.9,19.0
Loyola University,LA,Louisiana,South,West South Central,private,1891.0,1698.0,193.0,89.79,719.0,24.0,80.0,2740.0,761.0,11100.0,11100.0,2980.0,2890.0,190.0,600.0,750.0,77.0,11.7,53.0
McNeese State University,LA,Louisiana,South,West South Central,public,2066.0,2031.0,35.0,98.31,1525.0,,,6020.0,1317.0,1966.0,3450.0,1110.0,1200.0,,650.0,1608.0,69.0,21.1,34.0
Northeast Louisiana University,LA,Louisiana,South,West South Central,public,2963.0,2814.0,149.0,94.97,1840.0,,41.0,8718.0,1707.0,1644.0,3804.0,,,282.0,617.0,1655.0,57.0,20.6,21.0
Northwestern State University of Louisiana,LA,Louisiana,South,West South Central,public,2671.0,2671.0,0.0,100.0,1330.0,,,5742.0,1969.0,2040.0,4040.0,1236.0,980.0,143.0,500.0,1600.0,67.0,29.5,33.0
Our Lady of Holy Cross College,LA,Louisiana,South,West South Central,private,246.0,217.0,29.0,88.21,171.0,,,674.0,472.0,4400.0,4400.0,,,95.0,534.0,,72.0,16.1,73.0
Southeastern Louisiana University,LA,Louisiana,South,West South Central,public,3247.0,3247.0,0.0,100.0,2297.0,,,9724.0,2192.0,1910.0,3854.0,1030.0,1200.0,,250.0,,61.0,24.3,29.0
Southern University at New Orleans,LA,Louisiana,South,West South Central,public,900.0,900.0,0.0,100.0,490.0,10.0,30.0,2911.0,1089.0,1451.0,3009.0,,,,600.0,,62.0,19.6,35.0
Tulane University,LA,Louisiana,South,West South Central,private,7033.0,5125.0,1908.0,72.87,1223.0,47.0,75.0,4941.0,1534.0,19040.0,19040.0,2690.0,3260.0,510.0,350.0,800.0,98.0,9.1,74.0
University of Southwestern Louisiana,LA,Louisiana,South,West South Central,public,4299.0,4250.0,49.0,98.86,2664.0,,,11767.0,3219.0,1898.0,4898.0,,,,560.0,,63.0,22.7,30.0
Xavier University of Louisiana,LA,Louisiana,South,West South Central,private,2097.0,1915.0,182.0,91.32,695.0,34.0,61.0,2793.0,166.0,6900.0,6900.0,,,200.0,617.0,781.0,67.0,14.4,49.0
Southern University and A & M College,LA,Louisiana,South,West South Central,public,2431.0,2416.0,15.0,99.38,1711.0,37.0,45.0,7534.0,775.0,2028.0,3950.0,1208.0,1508.0,,600.0,600.0,50.0,15.9,33.0
American International College,MA,Massachusetts,Northeast,New England,private,1420.0,1093.0,327.0,76.97,220.0,9.0,22.0,1018.0,287.0,8700.0,8700.0,4780.0,,480.0,450.0,1400.0,78.0,14.7,69.0
Amherst College,MA,Massachusetts,Northeast,New England,private,4302.0,992.0,3310.0,23.06,418.0,83.0,96.0,1593.0,5.0,19760.0,19760.0,2650.0,2650.0,272.0,660.0,1598.0,93.0,8.4,100.0
Anna Maria College,MA,Massachusetts,Northeast,New England,private,350.0,283.0,67.0,80.86,82.0,9.0,34.0,367.0,406.0,10800.0,10800.0,,,550.0,500.0,,45.0,11.7,82.0
Assumption College,MA,Massachusetts,Northeast,New England,private,2135.0,1700.0,435.0,79.63,491.0,23.0,59.0,1708.0,689.0,12000.0,12000.0,,,125.0,500.0,500.0,93.0,13.8,88.0
Merrimack College,MA,Massachusetts,Northeast,New England,private,1981.0,1541.0,440.0,77.79,514.0,18.0,36.0,1927.0,1084.0,12500.0,12500.0,2750.0,3450.0,175.0,375.0,1000.0,73.0,16.8,80.0
Babson College,MA,Massachusetts,Northeast,New England,private,2007.0,1139.0,868.0,56.75,407.0,30.0,68.0,1680.0,,16600.0,16600.0,2495.0,4490.0,660.0,500.0,1045.0,93.0,16.8,94.0
Bentley College,MA,Massachusetts,Northeast,New England,private,3466.0,2330.0,1136.0,67.22,640.0,20.0,60.0,3095.0,1533.0,13800.0,13800.0,2730.0,2780.0,65.0,630.0,850.0,87.0,17.5,82.0
Berklee College of Music,MA,Massachusetts,Northeast,New England,private,1975.0,1516.0,459.0,76.76,712.0,,,2223.0,304.0,11550.0,11550.0,,,385.0,400.0,1115.0,15.0,10.2,38.0
Boston College,MA,Massachusetts,Northeast,New England,private,13112.0,6179.0,6933.0,47.12,2154.0,66.0,94.0,8807.0,,16640.0,16640.0,3130.0,3830.0,448.0,500.0,1300.0,95.0,16.6,90.0
Boston University,MA,Massachusetts,Northeast,New England,private,20192.0,13007.0,7185.0,64.42,3810.0,45.0,80.0,14971.0,3113.0,18420.0,18420.0,3920.0,2890.0,270.0,475.0,1025.0,80.0,11.9,72.0
Bradford College,MA,Massachusetts,Northeast,New England,private,443.0,330.0,113.0,74.49,151.0,5.0,36.0,453.0,42.0,14080.0,14080.0,3500.0,2750.0,260.0,500.0,900.0,57.0,10.2,46.0
Brandeis University,MA,Massachusetts,Northeast,New England,private,4186.0,2743.0,1443.0,65.53,740.0,48.0,77.0,2819.0,62.0,19380.0,19380.0,3500.0,3250.0,450.0,410.0,1000.0,90.0,9.8,84.0
Clark University,MA,Massachusetts,Northeast,New England,private,2887.0,2059.0,828.0,71.32,457.0,30.0,61.0,1928.0,296.0,17500.0,17500.0,2000.0,2200.0,440.0,500.0,950.0,94.0,10.5,79.0
Elms College,MA,Massachusetts,Northeast,New England,private,245.0,208.0,37.0,84.9,125.0,23.0,46.0,544.0,436.0,11800.0,11800.0,4765.0,,400.0,450.0,1700.0,71.0,11.3,86.0
College of the Holy Cross,MA,Massachusetts,Northeast,New England,private,2994.0,1691.0,1303.0,56.48,659.0,70.0,95.0,2675.0,22.0,18000.0,18000.0,6300.0,,355.0,400.0,900.0,92.0,11.3,95.0
Curry College,MA,Massachusetts,Northeast,New England,private,1224.0,936.0,288.0,76.47,283.0,5.0,25.0,891.0,332.0,13600.0,13600.0,3050.0,2400.0,500.0,600.0,,39.0,8.7,58.0
Eastern Nazarene College,MA,Massachusetts,Northeast,New England,private,516.0,409.0,107.0,79.26,200.0,17.0,40.0,1238.0,30.0,8770.0,8770.0,3500.0,,590.0,450.0,700.0,58.0,17.3,70.0
Emerson College,MA,Massachusetts,Northeast,New England,private,1849.0,1228.0,621.0,66.41,492.0,19.0,51.0,2025.0,169.0,15200.0,15200.0,4590.0,3192.0,348.0,500.0,933.0,,18.0,62.0
Endicott College,MA,Massachusetts,Northeast,New England,private,1000.0,858.0,142.0,85.8,319.0,10.0,29.0,665.0,298.0,11455.0,11455.0,,,250.0,400.0,1000.0,33.0,12.3,
Gordon College,MA,Massachusetts,Northeast,New England,private,674.0,565.0,109.0,83.83,282.0,25.0,54.0,1151.0,39.0,12200.0,12200.0,1470.0,2600.0,520.0,400.0,1200.0,73.0,14.2,66.0
Harvard University,MA,Massachusetts,Northeast,New England,private,13865.0,2165.0,11700.0,15.61,1606.0,90.0,100.0,6862.0,320.0,18485.0,18485.0,3370.0,3040.0,1335.0,500.0,1920.0,97.0,9.9,100.0
Lasell College,MA,Massachusetts,Northeast,New England,private,618.0,540.0,78.0,87.38,171.0,8.0,21.0,470.0,59.0,11475.0,11475.0,,,525.0,600.0,2150.0,32.0,9.1,
Lesley College,MA,Massachusetts,Northeast,New England,private,244.0,198.0,46.0,81.15,82.0,12.0,33.0,1134.0,336.0,11700.0,11700.0,2100.0,3200.0,120.0,550.0,805.0,71.0,27.8,58.0
University of Massachusetts at Lowell,MA,Massachusetts,Northeast,New England,public,3986.0,3026.0,960.0,75.92,1093.0,8.0,29.0,5740.0,4182.0,4694.0,9838.0,1774.0,2390.0,,500.0,1160.0,81.0,16.1,53.0
Massachusetts Institute of Technology,MA,Massachusetts,Northeast,New England,private,6411.0,2140.0,4271.0,33.38,1078.0,96.0,99.0,4481.0,28.0,20100.0,20100.0,3200.0,2775.0,600.0,725.0,1600.0,99.0,10.1,94.0
Bridgewater State College,MA,Massachusetts,Northeast,New England,public,4915.0,3340.0,1575.0,67.96,1064.0,4.0,21.0,5356.0,1502.0,1408.0,5542.0,2291.0,1700.0,2014.0,500.0,1750.0,73.0,17.1,51.0
Fitchburg State College,MA,Massachusetts,Northeast,New England,public,2857.0,2090.0,767.0,73.15,577.0,5.0,20.0,2879.0,1412.0,1408.0,5542.0,2330.0,1700.0,1826.0,450.0,1555.0,,14.7,57.0
Framingham State College,MA,Massachusetts,Northeast,New England,public,4141.0,2316.0,1825.0,55.93,586.0,7.0,28.0,3248.0,1969.0,1380.0,5244.0,2110.0,1256.0,1796.0,500.0,600.0,68.0,21.2,
North Adams State College,MA,Massachusetts,Northeast,New England,public,1563.0,1005.0,558.0,64.3,240.0,1.0,19.0,1380.0,136.0,1408.0,5542.0,2400.0,1930.0,2147.0,500.0,1000.0,65.0,14.2,57.0
Salem State College,MA,Massachusetts,Northeast,New England,public,3973.0,3168.0,805.0,79.74,1334.0,,,5625.0,3416.0,1408.0,5542.0,1564.0,1950.0,1650.0,375.0,650.0,55.0,21.0,45.0
Westfield State College,MA,Massachusetts,Northeast,New England,public,3100.0,2150.0,950.0,69.35,825.0,3.0,20.0,3234.0,941.0,1408.0,5542.0,2600.0,1188.0,1746.0,500.0,1300.0,75.0,15.7,65.0
Worcester State College,MA,Massachusetts,Northeast,New England,public,2197.0,1515.0,682.0,68.96,543.0,4.0,26.0,3089.0,2029.0,2663.0,6797.0,2660.0,1240.0,1255.0,500.0,1200.0,60.0,21.0,40.0
Mount Holyoke College,MA,Massachusetts,Northeast,New England,private,1800.0,1314.0,486.0,73.0,526.0,47.0,79.0,1891.0,40.0,19300.0,19300.0,2800.0,2900.0,735.0,750.0,750.0,79.0,9.0,84.0
Mount Ida College,MA,Massachusetts,Northeast,New England,private,4750.0,4041.0,709.0,85.07,795.0,,,1501.0,334.0,9810.0,9810.0,6890.0,,290.0,300.0,,32.0,13.5,77.0
Nichols College,MA,Massachusetts,Northeast,New England,private,780.0,702.0,78.0,90.0,218.0,6.0,21.0,707.0,693.0,9744.0,9744.0,2812.0,2812.0,200.0,400.0,1000.0,83.0,27.7,
Northeastern University,MA,Massachusetts,Northeast,New England,private,11901.0,8492.0,3409.0,71.36,2517.0,16.0,42.0,11160.0,10221.0,13380.0,13380.0,3990.0,3435.0,186.0,600.0,1750.0,73.0,12.9,46.0
Pine Manor College,MA,Massachusetts,Northeast,New England,private,354.0,323.0,31.0,91.24,125.0,,10.0,372.0,28.0,15190.0,15190.0,3240.0,3240.0,675.0,400.0,500.0,46.0,8.9,67.0
Regis College,MA,Massachusetts,Northeast,New England,private,427.0,385.0,42.0,90.16,143.0,18.0,38.0,581.0,533.0,12700.0,12700.0,5800.0,,275.0,450.0,700.0,81.0,10.3,84.0
Simmons College,MA,Massachusetts,Northeast,New England,private,1003.0,782.0,221.0,77.97,295.0,23.0,53.0,1144.0,160.0,16160.0,16160.0,,,518.0,500.0,1200.0,74.0,8.9,79.0
Smith College,MA,Massachusetts,Northeast,New England,private,2925.0,1598.0,1327.0,54.63,632.0,51.0,88.0,2479.0,95.0,18820.0,18820.0,,,163.0,500.0,1050.0,85.0,10.3,90.0
University of Massachusetts at Dartmouth,MA,Massachusetts,Northeast,New England,public,3347.0,2597.0,750.0,77.59,1006.0,10.0,37.0,4664.0,1630.0,1836.0,6919.0,,,1999.0,500.0,1250.0,74.0,15.0,56.0
Springfield College,MA,Massachusetts,Northeast,New England,private,1888.0,1347.0,541.0,71.35,519.0,,,2160.0,131.0,9438.0,9438.0,2100.0,2200.0,432.0,,,55.0,12.8,76.0
Stonehill College,MA,Massachusetts,Northeast,New England,private,3646.0,2300.0,1346.0,63.08,585.0,25.0,69.0,2022.0,926.0,12170.0,12170.0,,,275.0,480.0,800.0,79.0,13.0,97.0
Suffolk University,MA,Massachusetts,Northeast,New England,private,1247.0,980.0,267.0,78.59,356.0,11.0,32.0,2207.0,814.0,10584.0,10584.0,,,60.0,500.0,2400.0,95.0,13.3,60.0
Tufts University,MA,Massachusetts,Northeast,New England,private,7614.0,3605.0,4009.0,47.35,1205.0,60.0,90.0,4598.0,,19701.0,19701.0,3038.0,2930.0,503.0,600.0,928.0,99.0,10.3,92.0
University of Massachusetts at Amherst,MA,Massachusetts,Northeast,New England,public,14438.0,12414.0,2024.0,85.98,3816.0,12.0,39.0,16282.0,1940.0,2220.0,8566.0,1712.0,2185.0,3247.0,500.0,1400.0,88.0,16.7,68.0
University of Massachusetts at Boston,MA,Massachusetts,Northeast,New England,public,2237.0,1495.0,742.0,66.83,800.0,10.0,29.0,6034.0,4954.0,2220.0,8568.0,,,2028.0,560.0,1221.0,86.0,14.5,41.0
Wellesley College,MA,Massachusetts,Northeast,New England,private,2895.0,1249.0,1646.0,43.14,579.0,80.0,96.0,2195.0,156.0,18345.0,18345.0,3055.0,2940.0,360.0,500.0,700.0,94.0,10.6,91.0
Western New England College,MA,Massachusetts,Northeast,New England,private,1650.0,1471.0,179.0,89.15,409.0,7.0,21.0,1803.0,1116.0,8994.0,8994.0,5500.0,,800.0,498.0,2065.0,74.0,15.4,59.0
Wheaton College,MA,Massachusetts,Northeast,New England,private,1738.0,1373.0,365.0,79.0,417.0,21.0,55.0,1335.0,30.0,18460.0,18460.0,2900.0,3070.0,120.0,700.0,850.0,92.0,13.2,71.0
Wheelock College,MA,Massachusetts,Northeast,New England,private,399.0,335.0,64.0,83.96,161.0,,25.0,736.0,29.0,13472.0,13472.0,5528.0,,,400.0,,74.0,9.6,74.0
Williams College,MA,Massachusetts,Northeast,New England,private,4186.0,1245.0,2941.0,29.74,526.0,81.0,96.0,1988.0,29.0,19629.0,19629.0,2855.0,2935.0,141.0,500.0,1200.0,94.0,9.0,99.0
Worcester Polytechnic Institute,MA,Massachusetts,Northeast,New England,private,2768.0,2314.0,454.0,83.6,682.0,49.0,86.0,2802.0,86.0,15884.0,15884.0,2790.0,2580.0,346.0,530.0,730.0,92.0,15.2,82.0
Hampshire College,MA,Massachusetts,Northeast,New England,private,1342.0,998.0,344.0,74.37,309.0,26.0,56.0,1079.0,,20655.0,20655.0,2000.0,3475.0,690.0,375.0,450.0,79.0,11.4,62.0
Simon's Rock College of Bard,MA,Massachusetts,Northeast,New England,private,300.0,171.0,129.0,57.0,132.0,,,303.0,3.0,16900.0,16900.0,2880.0,2740.0,2000.0,400.0,900.0,76.0,8.2,84.0
Wentworth Institute of Technology,MA,Massachusetts,Northeast,New England,private,1480.0,1257.0,223.0,84.93,452.0,6.0,25.0,2961.0,572.0,9850.0,9850.0,6050.0,,,850.0,920.0,10.0,15.4,64.0
Capitol College,MD,Maryland,South,South Atlantic,private,100.0,90.0,10.0,90.0,35.0,10.0,52.0,282.0,331.0,8400.0,8400.0,2812.0,,195.0,300.0,2134.0,10.0,12.1,52.0
Bowie State University,MD,Maryland,South,South Atlantic,public,1643.0,882.0,761.0,53.68,407.0,,,2179.0,1089.0,2141.0,4869.0,2384.0,1691.0,673.0,600.0,2200.0,57.0,22.0,17.0
College of Notre Dame of Maryland,MD,Maryland,South,South Atlantic,private,457.0,356.0,101.0,77.9,177.0,35.0,61.0,667.0,1983.0,11180.0,11180.0,,,100.0,600.0,700.0,64.0,11.5,75.0
Columbia Union College,MD,Maryland,South,South Atlantic,private,1301.0,957.0,344.0,73.56,101.0,13.0,34.0,514.0,466.0,9500.0,9500.0,1950.0,1500.0,260.0,700.0,,47.0,13.9,63.0
Coppin State College,MD,Maryland,South,South Atlantic,public,1478.0,723.0,755.0,48.92,381.0,,,1863.0,775.0,2600.0,5000.0,4540.0,,94.0,500.0,700.0,69.0,16.3,
Frostburg State University,MD,Maryland,South,South Atlantic,public,2916.0,2167.0,749.0,74.31,911.0,,,4147.0,449.0,2431.0,5428.0,2280.0,2110.0,418.0,700.0,950.0,78.0,17.8,54.0
Goucher College,MD,Maryland,South,South Atlantic,private,1151.0,813.0,338.0,70.63,248.0,40.0,64.0,850.0,80.0,15588.0,15588.0,4114.0,2060.0,100.0,500.0,1200.0,78.0,9.2,77.0
Hood College,MD,Maryland,South,South Atlantic,private,699.0,565.0,134.0,80.83,176.0,36.0,64.0,710.0,399.0,13960.0,13960.0,,,150.0,450.0,690.0,82.0,14.4,72.0
Johns Hopkins University,MD,Maryland,South,South Atlantic,private,8474.0,3446.0,5028.0,40.67,911.0,75.0,94.0,3566.0,1569.0,18800.0,18800.0,3815.0,2925.0,,500.0,1040.0,96.0,3.3,90.0
Loyola College,MD,Maryland,South,South Atlantic,private,4076.0,3137.0,939.0,76.96,738.0,25.0,54.0,3010.0,184.0,12990.0,12990.0,,,190.0,600.0,900.0,86.0,14.7,80.0
Morgan State University,MD,Maryland,South,South Atlantic,public,5892.0,3034.0,2858.0,51.49,1358.0,20.0,80.0,4517.0,745.0,1794.0,4136.0,,,643.0,550.0,,80.0,18.2,29.0
Mount Saint Mary's College,MD,Maryland,South,South Atlantic,private,1321.0,1159.0,162.0,87.74,328.0,15.0,36.0,1243.0,79.0,12850.0,12850.0,3100.0,3100.0,,550.0,900.0,77.0,12.8,80.0
Salisbury State University,MD,Maryland,South,South Atlantic,public,4216.0,2290.0,1926.0,54.32,736.0,20.0,52.0,4296.0,1027.0,2328.0,5130.0,2190.0,2500.0,766.0,600.0,1450.0,73.0,17.9,56.0
St. John's College,MD,Maryland,South,South Atlantic,private,323.0,278.0,45.0,86.07,122.0,31.0,51.0,393.0,4.0,16150.0,16150.0,5450.0,,200.0,275.0,800.0,63.0,7.2,64.0
St. Mary's College of Maryland,MD,Maryland,South,South Atlantic,public,1340.0,695.0,645.0,51.87,285.0,42.0,73.0,1315.0,209.0,4000.0,6800.0,4730.0,,915.0,675.0,1250.0,84.0,11.6,63.0
Towson State University,MD,Maryland,South,South Atlantic,public,6151.0,3837.0,2314.0,62.38,1215.0,,,9247.0,3584.0,2166.0,5166.0,2660.0,1820.0,1121.0,660.0,1053.0,76.0,17.6,60.0
United States Naval Academy,MD,Maryland,South,South Atlantic,public,11522.0,1463.0,10059.0,12.7,1181.0,50.0,85.0,4125.0,,,,,,,,,54.0,6.8,94.0
University of Maryland at College Park,MD,Maryland,South,South Atlantic,public,14292.0,10315.0,3977.0,72.17,3409.0,22.0,53.0,19340.0,3991.0,2919.0,8723.0,2899.0,2247.0,561.0,550.0,1550.0,89.0,18.1,63.0
University of Maryland at Baltimore County,MD,Maryland,South,South Atlantic,public,4269.0,2594.0,1675.0,60.76,985.0,27.0,57.0,6476.0,2592.0,3338.0,8594.0,1930.0,2478.0,,494.0,2768.0,82.0,18.4,55.0
University of Maryland Eastern Shore,MD,Maryland,South,South Atlantic,public,1600.0,1016.0,584.0,63.5,508.0,,,2067.0,199.0,2674.0,7014.0,2080.0,1500.0,,500.0,,56.0,17.8,35.0
Villa Julie College,MD,Maryland,South,South Atlantic,private,823.0,347.0,476.0,42.16,237.0,,52.0,1055.0,803.0,7400.0,7400.0,,,90.0,600.0,2910.0,39.0,10.2,72.0
Washington College,MD,Maryland,South,South Atlantic,private,1209.0,942.0,267.0,77.92,214.0,31.0,60.0,822.0,46.0,15276.0,15276.0,2372.0,2946.0,,500.0,300.0,79.0,11.2,65.0
Western Maryland College,MD,Maryland,South,South Atlantic,private,1205.0,984.0,221.0,81.66,278.0,31.0,50.0,1071.0,98.0,14510.0,14510.0,2430.0,2910.0,,500.0,1400.0,84.0,12.5,60.0
University of Maine at Presque Isle,ME,Maine,Northeast,New England,public,461.0,381.0,80.0,82.65,235.0,10.0,40.0,974.0,503.0,2700.0,6600.0,1904.0,1726.0,200.0,400.0,1675.0,67.0,15.2,35.0
Bates College,ME,Maine,Northeast,New England,private,3461.0,1541.0,1920.0,44.52,577.0,53.0,90.0,1599.0,,25180.0,25180.0,,,,650.0,1120.0,79.0,9.8,93.0
Bowdoin College,ME,Maine,Northeast,New England,private,3356.0,1019.0,2337.0,30.36,418.0,76.0,100.0,1490.0,8.0,19030.0,19030.0,2620.0,3265.0,325.0,1495.0,875.0,93.0,11.2,96.0
Colby College,ME,Maine,Northeast,New England,private,2848.0,1319.0,1529.0,46.31,456.0,58.0,84.0,1720.0,35.0,18930.0,18930.0,2890.0,2700.0,900.0,500.0,1000.0,83.0,10.2,91.0
University of Maine at Farmington,ME,Maine,Northeast,New England,public,1208.0,803.0,405.0,66.47,438.0,20.0,48.0,1906.0,344.0,2790.0,6810.0,2124.0,1846.0,240.0,450.0,1647.0,67.0,15.9,59.0
University of Maine at Fort Kent,ME,Maine,Northeast,New England,public,225.0,168.0,57.0,74.67,104.0,5.0,28.0,467.0,174.0,1968.0,4800.0,1675.0,1720.0,90.0,500.0,,65.0,15.0,38.0
Husson College,ME,Maine,Northeast,New England,private,723.0,652.0,71.0,90.18,361.0,10.0,30.0,951.0,706.0,7800.0,7800.0,4000.0,,100.0,350.0,1500.0,36.0,22.0,84.0
University of New England,ME,Maine,Northeast,New England,private,1209.0,750.0,459.0,62.03,265.0,19.0,54.0,820.0,159.0,11450.0,11450.0,5045.0,,500.0,900.0,2500.0,72.0,11.4,64.0
Saint Joseph's College,ME,Maine,Northeast,New England,private,833.0,682.0,151.0,81.87,217.0,12.0,33.0,716.0,2196.0,9985.0,9985.0,,,295.0,500.0,800.0,53.0,27.2,85.0
Thomas College,ME,Maine,Northeast,New England,private,356.0,312.0,44.0,87.64,139.0,18.0,65.0,388.0,412.0,8850.0,8850.0,2300.0,2150.0,200.0,600.0,1000.0,29.0,21.8,75.0
University of Maine at Orono,ME,Maine,Northeast,New England,public,5260.0,4589.0,671.0,87.24,1741.0,23.0,52.0,7366.0,1795.0,3085.0,7975.0,4385.0,,,500.0,,93.0,14.5,56.0
University of Maine at Machias,ME,Maine,Northeast,New England,public,441.0,369.0,72.0,83.67,172.0,17.0,45.0,633.0,317.0,2700.0,6600.0,1830.0,1850.0,175.0,600.0,400.0,46.0,15.1,64.0
Unity College,ME,Maine,Northeast,New England,private,456.0,409.0,47.0,89.69,185.0,,,458.0,25.0,8750.0,9550.0,2375.0,2375.0,425.0,400.0,700.0,45.0,11.4,44.0
University of Southern Maine,ME,Maine,Northeast,New England,public,2335.0,1933.0,402.0,82.78,905.0,10.0,39.0,3556.0,2917.0,2880.0,8160.0,,,226.0,500.0,1530.0,,14.6,
Adrian College,MI,Michigan,Midwest,East North Central,private,1428.0,1097.0,331.0,76.82,336.0,22.0,50.0,1036.0,99.0,11250.0,11250.0,1590.0,2160.0,100.0,400.0,1165.0,53.0,12.9,54.0
Albion College,MI,Michigan,Midwest,East North Central,private,1899.0,1720.0,179.0,90.57,489.0,37.0,68.0,1594.0,32.0,13868.0,13868.0,2426.0,2400.0,1042.0,450.0,850.0,89.0,13.7,73.0
Alma College,MI,Michigan,Midwest,East North Central,private,1267.0,1080.0,187.0,85.24,385.0,44.0,73.0,1306.0,28.0,12572.0,12572.0,2226.0,2326.0,297.0,400.0,400.0,79.0,15.3,68.0
Andrews University,MI,Michigan,Midwest,East North Central,private,1130.0,704.0,426.0,62.3,322.0,14.0,23.0,1586.0,326.0,9996.0,9996.0,1815.0,1275.0,135.0,900.0,1320.0,62.0,11.5,46.0
